Date,Open,High,Low,Close,Change,Change(%),Ratio(%),Volume,Value(T),Interval_High_Open,Interval_Open_From_LastDay,Interval_Open_From_LastDay(%)
10/16/2018,50,50,50,50,Unchnaged,0,0,192,960,0,0,0
10/15/2018,50,50,50,50,Unchnaged,0,0,112,560,0,0,0
10/12/2018,50,50,50,50,Unchnaged,0,0,263,"1,315",0,0,0
10/11/2018,50,50,50,50,Unchnaged,0,0,557,"2,785",0,0,0
10/10/2018,50,50,50,50,Unchnaged,0,0,29,145,0,0,0
10/9/2018,50,50,50,50,Unchnaged,0,0,74,370,0,0,0
10/8/2018,50,50,50,50,Unchnaged,0,0,101,505,0,0,0
10/5/2018,50,50,50,50,Unchnaged,0,0,181,905,0,0,0
10/4/2018,50,50,50,50,Unchnaged,0,0,"3,385","16,925",0,0,0
10/3/2018,50,50,50,50,Unchnaged,0,0,126,630,0,0,0
10/2/2018,50,50,50,50,Unchnaged,0,0,45,225,0,0,0
10/1/2018,50,50,50,50,Unchnaged,0,0,"5,329","26,645",0,0,0
9/28/2018,50,50,50,50,Unchnaged,0,0,305,"1,525",0,0,0
9/27/2018,50,50,50,50,Unchnaged,0,0,"3,522","17,610",0,0,0
9/26/2018,50,51,50,50,Unchnaged,0,0,"7,369","36,845",1,0,0
9/25/2018,50,50,50,50,Unchnaged,0,0,"11,371","56,855",0,0,0
9/24/2018,50,51,50,50,Unchnaged,0,0,"17,527","87,643",1,0,0
9/21/2018,50,51,50,50,Unchnaged,0,0,"42,428","212,201",1,0,0
9/20/2018,51,52,50,50,Lower limit,1,1.96,"158,649","800,759",1,0,0
9/19/2018,51,51,50,51,Unchnaged,0,0,"53,478","271,743",0,0,0
9/18/2018,50,52,50,51,Rise,1,2,"85,905","432,300",2,0,0
9/17/2018,50,51,50,50,Unchnaged,0,0,"54,276","271,395",1,0,0
9/14/2018,50,50,50,50,Unchnaged,0,0,"108,279","541,395",0,0,0
9/13/2018,50,50,50,50,Unchnaged,0,0,296,"1,480",0,0,0
9/12/2018,50,50,50,50,Unchnaged,0,0,459,"2,295",0,0,0
9/10/2018,50,50,50,50,Unchnaged,0,0,112,560,0,0,0
9/7/2018,50,50,50,50,Unchnaged,0,0,572,"2,860",0,0,0
9/6/2018,50,50,50,50,Unchnaged,0,0,141,705,0,0,0
9/5/2018,50,50,50,50,Unchnaged,0,0,107,535,0,0,0
9/4/2018,50,50,50,50,Unchnaged,0,0,26,130,0,0,0
9/3/2018,50,50,50,50,Unchnaged,0,0,139,695,0,0,0
8/31/2018,50,50,50,50,Unchnaged,0,0,62,310,0,0,0
8/30/2018,50,50,50,50,Unchnaged,0,0,"2,310","11,550",0,0,0
8/29/2018,50,50,50,50,Unchnaged,0,0,66,330,0,0,0
8/28/2018,50,50,50,50,Unchnaged,0,0,895,"4,475",0,0,0
8/27/2018,50,50,50,50,Unchnaged,0,0,464,"2,320",0,0,0
8/24/2018,50,50,50,50,Unchnaged,0,0,54,270,0,0,0
8/23/2018,50,50,50,50,Unchnaged,0,0,195,975,0,0,0
8/21/2018,50,50,50,50,Unchnaged,0,0,"1,639","8,195",0,0,0
8/20/2018,50,50,50,50,Unchnaged,0,0,365,"1,825",0,0,0
8/16/2018,50,50,50,50,Unchnaged,0,0,239,"1,195",0,0,0
8/15/2018,50,50,50,50,Unchnaged,0,0,39,195,0,0,0
8/14/2018,50,50,50,50,Unchnaged,0,0,109,545,0,0,0
8/13/2018,50,50,50,50,Unchnaged,0,0,"5,537","27,685",0,0,0
8/10/2018,50,51,50,50,Unchnaged,0,0,"12,001","60,023",1,0,0
8/9/2018,50,51,50,50,Unchnaged,0,0,"7,183","35,915",1,0,0
8/8/2018,50,51,50,50,Unchnaged,0,0,"20,788","103,942",1,0,0
8/7/2018,50,51,50,50,Lower limit,1,1.96,"16,985","84,925",1,-1,-1.960784314
8/6/2018,50,51,50,51,Rise,1,2,"24,402","122,021",1,0,0
8/3/2018,50,50,50,50,Unchnaged,0,0,"5,274","26,370",0,0,0
8/2/2018,50,50,50,50,Unchnaged,0,0,"5,873","29,365",0,0,0
8/1/2018,50,50,50,50,Unchnaged,0,0,"12,058","60,290",0,0,0
7/31/2018,50,51,50,50,Unchnaged,0,0,"41,092","205,460",1,0,0
7/30/2018,50,51,50,50,Unchnaged,0,0,"204,103","1,021,953",1,0,0
7/27/2018,50,54,50,50,Unchnaged,0,0,"626,602","3,191,539",4,0,0
7/26/2018,50,50,50,50,Unchnaged,0,0,"6,903","34,515",0,0,0
7/25/2018,50,50,50,50,Unchnaged,0,0,767,"3,835",0,0,0
7/24/2018,50,50,50,50,Unchnaged,0,0,"3,651","18,255",0,0,0
7/23/2018,50,50,50,50,Unchnaged,0,0,"5,342","26,710",0,0,0
7/20/2018,50,50,50,50,Unchnaged,0,0,260,"1,300",0,0,0
7/19/2018,50,50,50,50,Unchnaged,0,0,"10,734","53,670",0,0,0
7/18/2018,50,50,50,50,Unchnaged,0,0,"11,082","55,410",0,0,0
7/17/2018,50,50,50,50,Unchnaged,0,0,400,"2,000",0,0,0
7/16/2018,50,50,50,50,Unchnaged,0,0,"5,488","27,440",0,0,0
7/13/2018,50,50,50,50,Unchnaged,0,0,"6,343","31,715",0,0,0
7/12/2018,50,50,50,50,Unchnaged,0,0,"27,170","135,850",0,0,0
7/11/2018,50,50,50,50,Unchnaged,0,0,"7,737","38,685",0,0,0
7/10/2018,50,50,50,50,Unchnaged,0,0,"29,717","148,585",0,0,0
7/9/2018,50,50,50,50,Unchnaged,0,0,"11,818","59,090",0,0,0
7/6/2018,50,50,50,50,Unchnaged,0,0,"3,805","19,025",0,0,0
7/5/2018,50,50,50,50,Unchnaged,0,0,"12,564","62,820",0,0,0
7/4/2018,51,51,50,50,Lower limit,1,1.96,"49,395","247,023",0,0,0
7/3/2018,51,51,50,51,Unchnaged,0,0,"172,271","870,377",0,0,0
7/2/2018,50,52,50,51,Rise,1,2,"88,826","450,102",2,0,0
6/29/2018,50,51,50,50,Unchnaged,0,0,"125,597","627,985",1,0,0
6/28/2018,52,52,50,50,Lower limit,1,1.96,"451,125","2,265,168",0,1,1.960784314
6/27/2018,52,52,51,51,Fall,1,1.92,"29,070","148,309",0,0,0
6/26/2018,52,53,51,52,Unchnaged,0,0,"7,973","41,445",1,0,0
6/25/2018,52,53,50,52,Rise,1,1.96,"112,590","580,519",1,1,1.960784314
6/22/2018,53,53,51,51,Fall,2,3.77,"199,842","1,026,307",0,0,0
6/21/2018,54,54,52,53,Unchnaged,0,0,"69,045","364,256",0,1,1.886792453
6/20/2018,54,54,52,53,Fall,1,1.85,"29,615","156,393",0,0,0
6/8/2018,53,54,53,54,Rise,1,1.88,"33,910","179,958",1,0,0
6/7/2018,55,55,52,53,Fall,2,3.63,"223,160","1,181,372",0,0,0
6/6/2018,60,60,55,55,Unchnaged,0,0,"226,309","1,246,453",0,5,9.090909091
6/5/2018,59,59,55,55,Fall,2,3.5,"135,279","759,010",0,2,3.50877193
6/4/2018,58,62,55,57,Rise,3,5.55,"680,631","3,937,540",4,4,7.407407407
5/31/2018,55,55,53,54,Unchnaged,0,0,"86,364","470,181",0,1,1.851851852
5/30/2018,52,57,52,54,Rise,2,3.84,"434,302","2,362,531",5,0,0
5/28/2018,52,53,51,52,Unchnaged,0,0,"42,263","220,667",1,0,0
5/25/2018,53,53,52,52,Fall,1,1.88,"50,549","263,148",0,0,0
5/24/2018,53,54,52,53,Unchnaged,0,0,"26,403","139,994",1,0,0
5/23/2018,54,54,52,53,Fall,1,1.85,"174,456","921,922",0,0,0
5/22/2018,53,55,53,54,Rise,1,1.88,"117,254","630,866",2,0,0
5/21/2018,57,57,53,53,Fall,3,5.35,"163,231","889,682",0,1,1.785714286
5/18/2018,66,75,55,56,Unchnaged,0,0,"266,935","1,516,379",9,10,17.85714286
5/17/2018,52,56,52,56,Rise,5,9.8,"529,916","2,869,370",4,1,1.960784314
5/16/2018,51,54,50,51,Rise,1,2,"381,239","1,984,903",3,1,2
5/15/2018,51,51,50,50,Lower limit,1,1.96,"144,382","723,060",0,0,0
5/14/2018,51,51,50,51,Unchnaged,0,0,"3,373","17,082",0,0,0
5/11/2018,51,51,50,51,Unchnaged,0,0,"26,671","133,816",0,0,0
5/9/2018,50,51,50,51,Rise,1,2,"11,902","59,795",1,0,0
5/8/2018,51,51,50,50,Lower limit,1,1.96,"21,505","107,777",0,0,0
5/7/2018,51,52,50,51,Rise,1,2,"94,798","477,153",1,1,2
5/4/2018,52,52,50,50,Lower limit,2,3.84,"95,647","483,562",0,0,0
5/3/2018,52,52,51,52,Unchnaged,0,0,"110,792","571,470",0,0,0
5/2/2018,53,53,52,52,Fall,1,1.88,"39,786","208,265",0,0,0
4/30/2018,54,54,53,53,Unchnaged,0,0,"154,896","823,479",0,1,1.886792453
4/27/2018,54,54,53,53,Unchnaged,0,0,"39,354","210,680",0,1,1.886792453
4/26/2018,53,54,52,53,Fall,1,1.85,"269,447","1,426,692",1,-1,-1.851851852
4/25/2018,55,55,52,54,Fall,1,1.81,"389,917","2,079,896",0,0,0
4/24/2018,55,56,54,55,Unchnaged,0,0,"122,559","673,343",1,0,0
4/23/2018,59,59,54,55,Fall,1,1.78,"169,263","929,284",0,3,5.357142857
4/20/2018,56,57,55,56,Unchnaged,0,0,"148,427","824,383",1,0,0
4/19/2018,58,61,55,56,Fall,2,3.44,"764,010","4,412,500",3,0,0
4/18/2018,53,61,53,58,Rise,6,11.53,"1,425,022","8,118,093",8,1,1.923076923
4/17/2018,52,54,52,52,Unchnaged,0,0,"234,503","1,241,543",2,0,0
4/16/2018,54,55,52,52,Fall,1,1.88,"316,657","1,689,784",1,1,1.886792453
4/13/2018,51,55,51,53,Rise,2,3.92,"774,146","4,102,232",4,0,0
4/12/2018,50,51,50,51,Unchnaged,0,0,"25,128","126,003",1,-1,-1.960784314
4/11/2018,50,51,50,51,Unchnaged,0,0,"14,079","70,457",1,-1,-1.960784314
4/10/2018,50,51,50,51,Rise,1,2,"13,620","69,192",1,0,0
4/9/2018,51,51,50,50,Lower limit,1,1.96,"6,719","33,597",0,0,0
4/6/2018,51,51,50,51,Unchnaged,0,0,"7,829","39,196",0,0,0
4/5/2018,50,51,50,51,Rise,1,2,"19,190","96,030",1,0,0
4/4/2018,50,51,50,50,Unchnaged,0,0,"16,776","83,888",1,0,0
4/3/2018,50,50,50,50,Unchnaged,0,0,830,"4,150",0,0,0
4/2/2018,51,51,50,50,Lower limit,1,1.96,"26,657","134,347",0,0,0
3/29/2018,50,51,50,51,Rise,1,2,"19,877","100,953",1,0,0
3/28/2018,50,51,50,50,Unchnaged,0,0,"3,143","15,778",1,0,0
3/27/2018,51,51,50,50,Unchnaged,0,0,"13,244","66,221",0,1,2
3/26/2018,50,51,50,50,Unchnaged,0,0,"16,105","80,536",1,0,0
3/23/2018,50,51,50,50,Unchnaged,0,0,"11,424","57,129",1,0,0
3/22/2018,51,51,50,50,Lower limit,1,1.96,"29,450","147,274",0,0,0
3/21/2018,50,51,50,51,Rise,1,2,"24,127","120,640",1,0,0
3/20/2018,51,51,50,50,Lower limit,1,1.96,"23,242","116,224",0,0,0
3/19/2018,50,51,50,51,Unchnaged,0,0,"32,502","162,517",1,-1,-1.960784314
3/16/2018,50,51,50,51,Rise,1,2,"58,031","290,159",1,0,0
3/15/2018,51,51,50,50,Unchnaged,0,0,"43,268","216,609",0,1,2
3/14/2018,51,51,50,50,Lower limit,1,1.96,"23,967","119,888",0,0,0
3/13/2018,51,51,50,51,Unchnaged,0,0,"29,793","150,040",0,0,0
3/12/2018,50,51,50,51,Unchnaged,0,0,"413,531","2,070,140",1,-1,-1.960784314
3/9/2018,51,52,50,51,Unchnaged,0,0,"12,948","66,034",1,0,0
3/8/2018,52,52,50,51,Fall,1,1.92,"11,503","58,521",0,0,0
3/7/2018,51,52,50,52,Rise,1,1.96,"66,322","338,636",1,0,0
3/6/2018,52,52,51,51,Unchnaged,0,0,"34,221","175,783",0,1,1.960784314
3/5/2018,52,52,51,51,Unchnaged,0,0,"30,826","157,275",0,1,1.960784314
3/2/2018,52,53,51,51,Fall,1,1.92,"23,626","121,756",1,0,0
3/1/2018,52,53,51,52,Fall,1,1.88,"41,204","215,466",1,-1,-1.886792453
2/28/2018,52,53,52,53,Unchnaged,0,0,"6,846","35,853",1,-1,-1.886792453
2/27/2018,53,53,51,53,Rise,1,1.92,"20,724","107,969",0,1,1.923076923
2/26/2018,53,54,52,52,Fall,1,1.88,"93,727","488,303",1,0,0
2/23/2018,53,54,52,53,Unchnaged,0,0,"45,517","241,240",1,0,0
2/22/2018,52,55,52,53,Rise,1,1.92,"908,198","4,817,280",3,0,0
2/21/2018,53,54,52,52,Unchnaged,0,0,"181,267","948,142",1,1,1.923076923
2/20/2018,53,55,52,52,Unchnaged,0,0,"202,163","1,071,874",2,1,1.923076923
2/19/2018,52,54,52,52,Unchnaged,0,0,"48,691","256,384",2,0,0
2/15/2018,53,53,52,52,Unchnaged,0,0,"31,175","162,685",0,1,1.923076923
2/14/2018,52,54,52,52,Unchnaged,0,0,"79,835","418,986",2,0,0
2/13/2018,54,54,52,52,Fall,1,1.88,"173,148","915,605",0,1,1.886792453
2/12/2018,53,57,51,53,Rise,1,1.92,"546,114","2,971,216",4,1,1.923076923
2/9/2018,53,53,51,52,Fall,1,1.88,"44,565","231,845",0,0,0
2/8/2018,52,54,51,53,Rise,1,1.92,"220,962","1,162,512",2,0,0
2/7/2018,51,52,51,52,Rise,2,4,"80,021","410,327",1,1,2
2/6/2018,52,53,50,50,Lower limit,2,3.84,"78,552","399,385",1,0,0
2/5/2018,51,53,51,52,Unchnaged,0,0,"122,328","637,618",2,-1,-1.923076923
2/2/2018,53,53,52,52,Fall,1,1.88,"102,938","538,842",0,0,0
2/1/2018,54,56,52,53,Fall,1,1.85,"443,095","2,403,617",2,0,0
1/31/2018,51,58,51,54,Rise,3,5.88,"784,787","4,263,169",7,0,0
1/30/2018,52,52,50,51,Fall,1,1.92,"59,388","302,585",0,0,0
1/29/2018,51,52,51,52,Rise,1,1.96,"19,289","98,453",1,0,0
1/26/2018,51,51,50,51,Unchnaged,0,0,"13,165","66,850",0,0,0
1/25/2018,51,51,50,51,Unchnaged,0,0,"38,173","190,877",0,0,0
1/24/2018,50,51,50,51,Unchnaged,0,0,"3,100","15,666",1,-1,-1.960784314
1/23/2018,50,51,50,51,Unchnaged,0,0,716,"3,595",1,-1,-1.960784314
1/22/2018,52,52,50,51,Unchnaged,0,0,"69,299","346,598",0,1,1.960784314
1/19/2018,53,53,50,51,Rise,1,2,"19,115","95,596",0,3,6
1/18/2018,53,53,50,50,Lower limit,1,1.96,"2,850","14,533",0,2,3.921568627
1/17/2018,52,52,50,51,Fall,1,1.92,"12,042","61,421",0,0,0
1/16/2018,52,52,51,52,Unchnaged,0,0,"6,471","33,394",0,0,0
1/15/2018,52,52,51,52,Unchnaged,0,0,"13,410","68,519",0,0,0
1/12/2018,53,53,51,52,Fall,1,1.88,"34,084","178,243",0,0,0
1/11/2018,52,53,51,53,Rise,1,1.92,"3,468","18,028",1,0,0
1/10/2018,52,53,51,52,Fall,1,1.88,"48,469","251,348",1,-1,-1.886792453
1/9/2018,51,53,51,53,Rise,2,3.92,"28,055","145,609",2,0,0
1/8/2018,53,53,51,51,Fall,2,3.77,"28,105","143,607",0,0,0
1/5/2018,52,54,50,53,Rise,2,3.92,"101,595","516,546",2,1,1.960784314
1/4/2018,50,52,50,51,Unchnaged,0,0,"1,294","6,598",2,-1,-1.960784314
1/3/2018,53,53,50,51,Unchnaged,0,0,"24,588","125,401",0,2,3.921568627
1/2/2018,51,52,50,51,Unchnaged,0,0,"19,442","98,174",1,0,0
12/29/2017,51,52,51,51,Fall,1,1.92,"12,820","65,411",1,-1,-1.923076923
12/28/2017,50,53,50,52,Rise,1,1.96,"85,058","439,143",3,-1,-1.960784314
12/27/2017,51,51,50,51,Rise,1,2,"1,684","8,460",0,1,2
12/22/2017,51,51,50,50,Unchnaged,0,0,"50,627","253,139",0,1,2
12/21/2017,51,51,50,50,Lower limit,1,1.96,"22,654","114,282",0,0,0
12/20/2017,51,51,50,51,Unchnaged,0,0,"16,983","85,918",0,0,0
12/19/2017,50,51,50,51,Unchnaged,0,0,"9,422","47,130",1,-1,-1.960784314
12/18/2017,50,51,50,51,Unchnaged,0,0,"21,586","107,934",1,-1,-1.960784314
12/15/2017,51,51,50,51,Unchnaged,0,0,"8,051","40,256",0,0,0
12/14/2017,50,51,50,51,Rise,1,2,"5,943","29,715",1,0,0
12/13/2017,50,52,50,50,Unchnaged,0,0,"45,224","229,097",2,0,0
12/12/2017,50,50,50,50,Lower limit,1,1.96,235,"1,175",0,-1,-1.960784314
12/11/2017,51,51,50,51,Unchnaged,0,0,"15,937","79,695",0,0,0
12/8/2017,50,51,50,51,Rise,1,2,"11,142","55,734",1,0,0
12/7/2017,50,51,50,50,Unchnaged,0,0,"6,999","34,998",1,0,0
12/6/2017,50,51,50,50,Lower limit,1,1.96,"23,353","116,772",1,-1,-1.960784314
12/5/2017,51,51,50,51,Unchnaged,0,0,"39,710","198,552",0,0,0
12/4/2017,50,51,50,51,Rise,1,2,"15,421","77,107",1,0,0
11/30/2017,51,51,50,50,Unchnaged,0,0,"9,923","49,620",0,1,2
11/29/2017,50,51,50,50,Lower limit,1,1.96,"8,936","44,801",1,-1,-1.960784314
11/28/2017,51,51,50,51,Unchnaged,0,0,"12,438","62,196",0,0,0
11/27/2017,50,51,50,51,Rise,1,2,"33,417","167,184",1,0,0
11/24/2017,50,51,50,50,Unchnaged,0,0,"29,749","149,750",1,0,0
11/23/2017,51,52,50,50,Lower limit,1,1.96,"131,252","656,514",1,0,0
11/22/2017,50,51,50,51,Rise,1,2,"8,618","43,420",1,0,0
11/21/2017,52,52,50,50,Lower limit,2,3.84,"27,417","137,890",0,0,0
11/20/2017,51,52,51,52,Unchnaged,0,0,"4,206","21,451",1,-1,-1.923076923
11/17/2017,52,52,51,52,Unchnaged,0,0,"1,888","9,629",0,0,0
11/16/2017,51,52,50,52,Rise,1,1.96,"6,168","31,206",1,0,0
11/15/2017,51,52,50,51,Fall,1,1.92,"1,366","6,968",1,-1,-1.923076923
11/14/2017,51,52,50,52,Rise,1,1.96,"2,644","13,364",1,0,0
11/13/2017,51,52,50,51,Unchnaged,0,0,"6,885","34,959",1,0,0
11/10/2017,51,52,50,51,Unchnaged,0,0,"7,707","39,297",1,0,0
11/9/2017,51,52,50,51,Fall,1,1.92,"39,838","202,826",1,-1,-1.923076923
11/8/2017,52,52,50,52,Rise,1,1.96,"21,134","107,784",0,1,1.960784314
11/7/2017,52,52,50,51,Fall,1,1.92,"41,553","212,113",0,0,0
11/6/2017,52,53,51,52,Unchnaged,0,0,"11,476","59,269",1,0,0
11/3/2017,53,54,52,52,Fall,1,1.88,"15,011","78,133",1,0,0
11/2/2017,53,53,52,53,Rise,1,1.92,"1,838","9,694",0,1,1.923076923
11/1/2017,52,53,52,52,Unchnaged,0,0,"8,725","45,927",1,0,0
10/31/2017,53,53,52,52,Fall,1,1.88,"65,947","343,121",0,0,0
10/30/2017,52,54,52,53,Rise,2,3.92,"171,874","907,896",2,1,1.960784314
10/27/2017,51,52,51,51,Unchnaged,0,0,"4,562","23,291",1,0,0
10/26/2017,51,52,51,51,Unchnaged,0,0,"2,715","13,866",1,0,0
10/25/2017,51,52,51,51,Unchnaged,0,0,"6,802","34,691",1,0,0
10/24/2017,52,52,50,51,Fall,1,1.92,"8,932","45,730",0,0,0
10/23/2017,51,52,51,52,Rise,1,1.96,"8,672","44,228",1,0,0
10/20/2017,51,52,50,51,Fall,1,1.92,"39,685","199,399",1,-1,-1.923076923
10/19/2017,52,52,50,52,Unchnaged,0,0,"4,840","24,673",0,0,0
10/18/2017,52,52,51,52,Rise,1,1.96,"2,914","14,864",0,1,1.960784314
10/17/2017,51,52,50,51,Unchnaged,0,0,"4,837","24,664",1,0,0
10/16/2017,51,52,50,51,Rise,1,2,"5,125","26,155",1,1,2
10/13/2017,52,52,50,50,Lower limit,2,3.84,"4,358","22,127",0,0,0
10/12/2017,51,52,51,52,Rise,1,1.96,"3,324","16,969",1,0,0
10/11/2017,51,51,50,51,Unchnaged,0,0,"13,538","68,825",0,0,0
10/10/2017,50,51,50,51,Rise,1,2,"1,090,990","5,563,708",1,0,0
10/9/2017,51,51,50,50,Lower limit,1,1.96,"17,640","88,209",0,0,0
10/6/2017,50,51,50,51,Unchnaged,0,0,"6,243","31,268",1,-1,-1.960784314
10/5/2017,51,51,50,51,Unchnaged,0,0,"5,633","28,395",0,0,0
10/4/2017,50,51,50,51,Unchnaged,0,0,"4,597","23,354",1,-1,-1.960784314
10/3/2017,51,51,50,51,Rise,1,2,"6,280","31,517",0,1,2
10/2/2017,51,51,50,50,Lower limit,1,1.96,"3,615","18,143",0,0,0
9/29/2017,51,51,50,51,Unchnaged,0,0,"6,438","32,602",0,0,0
9/28/2017,51,51,50,51,Unchnaged,0,0,"12,891","65,664",0,0,0
9/27/2017,52,53,50,51,Unchnaged,0,0,"18,465","94,373",1,1,1.960784314
9/26/2017,52,52,51,51,Fall,1,1.92,"6,112","31,180",0,0,0
9/25/2017,51,52,50,52,Rise,1,1.96,"51,251","263,178",1,0,0
9/22/2017,51,54,50,51,Unchnaged,0,0,"94,020","483,096",3,0,0
9/20/2017,51,52,50,51,Unchnaged,0,0,"8,069","41,082",1,0,0
9/19/2017,51,52,50,51,Unchnaged,0,0,"16,514","84,128",1,0,0
9/18/2017,52,52,50,51,Fall,1,1.92,"10,333","52,451",0,0,0
9/15/2017,52,52,51,52,Unchnaged,0,0,"11,557","58,955",0,0,0
9/14/2017,51,52,51,52,Rise,1,1.96,"21,783","111,493",1,0,0
9/13/2017,51,52,50,51,Unchnaged,0,0,"15,626","79,717",1,0,0
9/12/2017,51,52,51,51,Unchnaged,0,0,"12,953","66,060",1,0,0
9/11/2017,51,52,50,51,Unchnaged,0,0,"10,278","52,395",1,0,0
9/8/2017,52,52,50,51,Fall,1,1.92,"18,144","92,607",0,0,0
9/7/2017,51,52,50,52,Rise,1,1.96,"22,399","113,818",1,0,0
9/6/2017,52,52,51,51,Unchnaged,0,0,"5,570","28,418",0,1,1.960784314
9/5/2017,51,52,50,51,Unchnaged,0,0,"7,134","36,391",1,0,0
9/4/2017,51,52,50,51,Unchnaged,0,0,"14,583","74,425",1,0,0
8/31/2017,52,52,51,51,Unchnaged,0,0,"67,930","346,454",0,1,1.960784314
8/30/2017,53,53,50,51,Fall,2,3.77,"135,140","690,526",0,0,0
8/29/2017,53,54,52,53,Unchnaged,0,0,"22,700","120,216",1,0,0
8/28/2017,53,54,52,53,Unchnaged,0,0,"27,360","142,819",1,0,0
8/25/2017,52,53,51,53,Rise,2,3.92,"47,386","248,911",1,1,1.960784314
8/24/2017,52,53,51,51,Unchnaged,0,0,"43,503","225,831",1,1,1.960784314
8/23/2017,52,53,51,51,Fall,1,1.92,"33,034","170,743",1,0,0
8/22/2017,51,52,51,52,Unchnaged,0,0,"10,543","54,023",1,-1,-1.923076923
8/21/2017,51,52,51,52,Unchnaged,0,0,"6,481","33,104",1,-1,-1.923076923
8/18/2017,52,53,51,52,Rise,1,1.96,"5,981","30,823",1,1,1.960784314
8/16/2017,51,52,51,51,Unchnaged,0,0,"5,590","28,888",1,0,0
8/15/2017,51,52,50,51,Unchnaged,0,0,"55,093","282,134",1,0,0
8/14/2017,50,51,50,51,Unchnaged,0,0,"8,223","41,502",1,-1,-1.960784314
8/11/2017,50,51,50,51,Unchnaged,0,0,"18,620","93,603",1,-1,-1.960784314
8/10/2017,50,51,50,51,Rise,1,2,"77,884","389,420",1,0,0
8/9/2017,50,51,50,50,Unchnaged,0,0,"14,718","73,592",1,0,0
8/8/2017,50,50,50,50,Unchnaged,0,0,"24,538","122,690",0,0,0
8/7/2017,50,51,50,50,Unchnaged,0,0,"10,766","54,098",1,0,0
8/4/2017,50,51,50,50,Unchnaged,0,0,"29,611","148,057",1,0,0
8/3/2017,50,51,50,50,Unchnaged,0,0,"13,809","69,113",1,0,0
8/2/2017,50,51,50,50,Unchnaged,0,0,"8,986","44,932",1,0,0
8/1/2017,50,51,50,50,Unchnaged,0,0,"37,825","189,273",1,0,0
7/31/2017,50,51,50,50,Unchnaged,0,0,"31,765","158,840",1,0,0
7/28/2017,50,51,50,50,Unchnaged,0,0,"46,356","231,802",1,0,0
7/27/2017,51,51,50,50,Unchnaged,0,0,"10,251","51,700",0,1,2
7/26/2017,50,51,50,50,Unchnaged,0,0,"148,115","741,279",1,0,0
7/25/2017,52,52,50,50,Lower limit,1,1.96,"472,645","2,363,386",0,1,1.960784314
7/24/2017,51,52,50,51,Unchnaged,0,0,"24,680","125,751",1,0,0
7/21/2017,51,52,50,51,Unchnaged,0,0,"167,387","853,175",1,0,0
7/20/2017,53,54,50,51,Fall,2,3.77,"376,374","1,920,574",1,0,0
7/19/2017,55,55,52,53,Fall,2,3.63,"96,335","511,410",0,0,0
7/18/2017,55,56,54,55,Unchnaged,0,0,"47,645","258,995",1,0,0
7/17/2017,56,57,55,55,Fall,1,1.78,"78,361","434,568",1,0,0
7/14/2017,57,58,56,56,Unchnaged,0,0,"218,226","1,245,664",1,1,1.785714286
7/13/2017,56,57,56,56,Unchnaged,0,0,"69,971","392,148",1,0,0
7/12/2017,57,59,56,56,Fall,1,1.75,"62,832","361,559",2,0,0
7/11/2017,57,58,55,57,Unchnaged,0,0,"51,404","285,495",1,0,0
7/10/2017,57,58,55,57,Fall,1,1.72,"15,084","84,045",1,-1,-1.724137931
7/7/2017,57,58,56,58,Unchnaged,0,0,"10,107","57,480",1,-1,-1.724137931
7/6/2017,58,58,57,58,Unchnaged,0,0,"18,244","104,061",0,0,0
7/5/2017,59,59,57,58,Unchnaged,0,0,"4,537","26,183",0,1,1.724137931
7/4/2017,58,59,57,58,Unchnaged,0,0,"37,257","213,519",1,0,0
7/3/2017,59,60,58,58,Fall,1,1.69,"12,317","72,565",1,0,0
6/22/2017,60,61,59,59,Fall,1,1.66,"14,817","88,463",1,0,0
6/21/2017,59,61,59,60,Rise,1,1.69,"26,160","156,428",2,0,0
6/20/2017,60,60,59,59,Fall,1,1.66,"3,505","20,699",0,0,0
6/19/2017,60,61,58,60,Rise,1,1.69,"29,652","176,183",1,1,1.694915254
6/16/2017,60,60,59,59,Fall,1,1.66,"25,927","154,454",0,0,0
6/15/2017,60,62,59,60,Unchnaged,0,0,"72,225","434,566",2,0,0
6/14/2017,60,61,59,60,Fall,1,1.63,"22,231","133,304",1,-1,-1.639344262
6/13/2017,59,61,59,61,Rise,2,3.38,"15,266","91,126",2,0,0
6/12/2017,60,61,59,59,Fall,1,1.66,"20,687","122,969",1,0,0
6/9/2017,60,61,60,60,Unchnaged,0,0,"23,357","140,205",1,0,0
6/8/2017,61,61,60,60,Unchnaged,0,0,"27,042","162,748",0,1,1.666666667
6/7/2017,61,63,59,60,Fall,1,1.63,"372,641","2,302,302",2,0,0
6/6/2017,61,62,60,61,Unchnaged,0,0,"41,459","252,472",1,0,0
6/5/2017,62,63,60,61,Fall,1,1.61,"91,851","559,178",1,0,0
6/2/2017,62,65,62,62,Unchnaged,0,0,"182,090","1,144,668",3,0,0
5/31/2017,64,65,61,62,Fall,2,3.12,"82,036","508,419",1,0,0
5/30/2017,65,65,63,64,Unchnaged,0,0,"61,412","394,432",0,1,1.5625
5/29/2017,63,64,62,64,Rise,2,3.22,"35,593","225,624",1,1,1.612903226
5/26/2017,63,65,62,62,Fall,1,1.58,"58,573","371,289",2,0,0
5/24/2017,64,64,63,63,Fall,1,1.56,"14,556","91,924",0,0,0
5/23/2017,64,65,62,64,Unchnaged,0,0,"28,643","181,116",1,0,0
